1000, 494, 1, 0, 0
1999, 484, 1, 0, 0
2999, 489, 1, 0, 0
3999, 525, 1, 0, 0
4999, 483, 1, 0, 0
6000, 472, 1, 0, 0
7001, 483, 1, 0, 0
8000, 479, 1, 0, 0
8999, 489, 1, 0, 0
10000, 478, 1, 0, 0
11000, 488, 1, 0, 0
12000, 476, 1, 0, 0
13000, 481, 1, 0, 0
14000, 479, 1, 0, 0
15000, 475, 1, 0, 0
16000, 489, 1, 0, 0
17000, 476, 1, 0, 0
18000, 470, 1, 0, 0
19000, 473, 1, 0, 0
20000, 479, 1, 0, 0
21000, 478, 1, 0, 0
22000, 474, 1, 0, 0
23000, 470, 1, 0, 0
24000, 477, 1, 0, 0
25000, 476, 1, 0, 0
26000, 476, 1, 0, 0
26999, 474, 1, 0, 0
28000, 483, 1, 0, 0
29000, 482, 1, 0, 0
30000, 488, 1, 0, 0
31000, 478, 1, 0, 0
32000, 474, 1, 0, 0
33000, 478, 1, 0, 0
34000, 479, 1, 0, 0
35000, 486, 1, 0, 0
36000, 477, 1, 0, 0
36999, 477, 1, 0, 0
38000, 471, 1, 0, 0
39000, 470, 1, 0, 0
40000, 483, 1, 0, 0
41000, 472, 1, 0, 0
41999, 477, 1, 0, 0
43000, 482, 1, 0, 0
44000, 488, 1, 0, 0
45000, 481, 1, 0, 0
46000, 477, 1, 0, 0
46999, 468, 1, 0, 0
48000, 473, 1, 0, 0
49000, 471, 1, 0, 0
50000, 473, 1, 0, 0
51000, 468, 1, 0, 0
52000, 474, 1, 0, 0
53000, 477, 1, 0, 0
54000, 472, 1, 0, 0
55000, 475, 1, 0, 0
56000, 473, 1, 0, 0
57000, 482, 1, 0, 0
58000, 473, 1, 0, 0
59000, 476, 1, 0, 0
60000, 476, 1, 0, 0
61000, 480, 1, 0, 0
62000, 483, 1, 0, 0
63000, 479, 1, 0, 0
63999, 477, 1, 0, 0
65000, 480, 1, 0, 0
66000, 475, 1, 0, 0
67000, 481, 1, 0, 0
68000, 478, 1, 0, 0
69000, 475, 1, 0, 0
70000, 485, 1, 0, 0
71000, 468, 1, 0, 0
72000, 469, 1, 0, 0
73000, 486, 1, 0, 0
73999, 470, 1, 0, 0
75000, 474, 1, 0, 0
76000, 492, 1, 0, 0
77000, 481, 1, 0, 0
78000, 488, 1, 0, 0
79000, 486, 1, 0, 0
80000, 478, 1, 0, 0
81000, 465, 1, 0, 0
82000, 484, 1, 0, 0
83000, 478, 1, 0, 0
84000, 469, 1, 0, 0
85000, 471, 1, 0, 0
86000, 488, 1, 0, 0
87000, 474, 1, 0, 0
88000, 482, 1, 0, 0
89000, 479, 1, 0, 0
90000, 471, 1, 0, 0
91000, 470, 1, 0, 0
91999, 484, 1, 0, 0
93000, 476, 1, 0, 0
94000, 475, 1, 0, 0
95000, 474, 1, 0, 0
96000, 477, 1, 0, 0
97000, 476, 1, 0, 0
98000, 477, 1, 0, 0
99000, 484, 1, 0, 0
100000, 482, 1, 0, 0
101000, 483, 1, 0, 0
102000, 472, 1, 0, 0
103000, 486, 1, 0, 0
103999, 480, 1, 0, 0
105000, 479, 1, 0, 0
106000, 480, 1, 0, 0
107000, 466, 1, 0, 0
108000, 485, 1, 0, 0
108999, 478, 1, 0, 0
110000, 471, 1, 0, 0
111000, 482, 1, 0, 0
112000, 477, 1, 0, 0
113000, 478, 1, 0, 0
113999, 479, 1, 0, 0
115000, 482, 1, 0, 0
116000, 474, 1, 0, 0
117000, 478, 1, 0, 0
118000, 481, 1, 0, 0
118999, 476, 1, 0, 0
120000, 470, 1, 0, 0
121000, 473, 1, 0, 0
122000, 477, 1, 0, 0
122999, 483, 1, 0, 0
124000, 480, 1, 0, 0
125000, 479, 1, 0, 0
126000, 479, 1, 0, 0
127000, 482, 1, 0, 0
128000, 478, 1, 0, 0
129000, 472, 1, 0, 0
130000, 489, 1, 0, 0
131000, 476, 1, 0, 0
131999, 478, 1, 0, 0
133000, 479, 1, 0, 0
134000, 471, 1, 0, 0
135000, 480, 1, 0, 0
136000, 470, 1, 0, 0
137000, 480, 1, 0, 0
138000, 492, 1, 0, 0
139000, 477, 1, 0, 0
140000, 477, 1, 0, 0
140999, 480, 1, 0, 0
142000, 481, 1, 0, 0
143000, 482, 1, 0, 0
144000, 482, 1, 0, 0
144999, 478, 1, 0, 0
146000, 476, 1, 0, 0
147000, 483, 1, 0, 0
148000, 489, 1, 0, 0
149000, 479, 1, 0, 0
149999, 484, 1, 0, 0
151000, 474, 1, 0, 0
152000, 481, 1, 0, 0
153000, 482, 1, 0, 0
154000, 484, 1, 0, 0
154999, 483, 1, 0, 0
156000, 490, 1, 0, 0
157000, 490, 1, 0, 0
158000, 473, 1, 0, 0
159000, 469, 1, 0, 0
159999, 469, 1, 0, 0
161000, 478, 1, 0, 0
162000, 470, 1, 0, 0
163000, 481, 1, 0, 0
164000, 488, 1, 0, 0
165000, 476, 1, 0, 0
166000, 475, 1, 0, 0
167000, 481, 1, 0, 0
168000, 483, 1, 0, 0
168999, 488, 1, 0, 0
170000, 477, 1, 0, 0
171000, 475, 1, 0, 0
172000, 473, 1, 0, 0
173000, 477, 1, 0, 0
174000, 474, 1, 0, 0
175000, 483, 1, 0, 0
176000, 480, 1, 0, 0
177000, 490, 1, 0, 0
178000, 473, 1, 0, 0
179000, 470, 1, 0, 0
180000, 470, 1, 0, 0
