1032, 29380990, 0, 0, 0
2001, 34382478, 0, 0, 0
3000, 33008882, 0, 0, 0
4031, 32774889, 0, 0, 0
5036, 33595781, 0, 0, 0
6034, 33221855, 0, 0, 0
7032, 33300190, 0, 0, 0
8006, 33851463, 0, 0, 0
9031, 33495467, 0, 0, 0
10000, 33998623, 0, 0, 0
11000, 33581767, 0, 0, 0
12046, 33210578, 0, 0, 0
13042, 33253334, 0, 0, 0
14000, 34061824, 0, 0, 0
15032, 33170227, 0, 0, 0
16034, 33555845, 0, 0, 0
17001, 34119625, 0, 0, 0
18000, 33964591, 0, 0, 0
19000, 33606849, 0, 0, 0
20032, 32714642, 0, 0, 0
21001, 33877158, 0, 0, 0
22036, 33192942, 0, 0, 0
23041, 33303037, 0, 0, 0
24000, 33725141, 0, 0, 0
25035, 33038864, 0, 0, 0
26046, 33431454, 0, 0, 0
27042, 33851400, 0, 0, 0
28000, 33848991, 0, 0, 0
29033, 32964319, 0, 0, 0
30000, 33752451, 0, 0, 0
31001, 33780485, 0, 0, 0
32033, 33251620, 0, 0, 0
33000, 34075264, 0, 0, 0
34035, 32917178, 0, 0, 0
35040, 33323333, 0, 0, 0
36036, 33756393, 0, 0, 0
37032, 33504691, 0, 0, 0
38000, 33824507, 0, 0, 0
39000, 33340026, 0, 0, 0
40034, 33009539, 0, 0, 0
41040, 33865974, 0, 0, 0
42000, 33805692, 0, 0, 0
43000, 33321976, 0, 0, 0
44036, 32982707, 0, 0, 0
45000, 34091458, 0, 0, 0
46039, 32700240, 0, 0, 0
47031, 33622194, 0, 0, 0
48001, 33921559, 0, 0, 0
49000, 33470584, 0, 0, 0
50042, 33237517, 0, 0, 0
51001, 33815197, 0, 0, 0
52032, 33252792, 0, 0, 0
53000, 34115010, 0, 0, 0
54000, 33505076, 0, 0, 0
55000, 32800927, 0, 0, 0
56035, 33542034, 0, 0, 0
57000, 34032791, 0, 0, 0
58033, 33065586, 0, 0, 0
59045, 33341223, 0, 0, 0
60000, 34030160, 0, 0, 0
61000, 33028525, 0, 0, 0
