1000, 925, 0, 0, 0
2000, 936, 0, 0, 0
3001, 950, 0, 0, 0
4000, 955, 0, 0, 0
5001, 957, 0, 0, 0
6000, 973, 0, 0, 0
7000, 928, 0, 0, 0
8000, 958, 0, 0, 0
9000, 954, 0, 0, 0
10000, 978, 0, 0, 0
11000, 946, 0, 0, 0
12000, 950, 0, 0, 0
13000, 911, 0, 0, 0
14000, 914, 0, 0, 0
15000, 959, 0, 0, 0
16001, 924, 0, 0, 0
17000, 934, 0, 0, 0
18001, 919, 0, 0, 0
19000, 940, 0, 0, 0
20000, 933, 0, 0, 0
21000, 956, 0, 0, 0
22000, 913, 0, 0, 0
23000, 923, 0, 0, 0
24000, 895, 0, 0, 0
25001, 948, 0, 0, 0
26000, 897, 0, 0, 0
27001, 886, 0, 0, 0
28000, 890, 0, 0, 0
29001, 948, 0, 0, 0
30000, 908, 0, 0, 0
31001, 945, 0, 0, 0
32000, 936, 0, 0, 0
33000, 894, 0, 0, 0
34000, 911, 0, 0, 0
35000, 907, 0, 0, 0
36000, 927, 0, 0, 0
37000, 934, 0, 0, 0
38000, 913, 0, 0, 0
39000, 913, 0, 0, 0
40000, 914, 0, 0, 0
41000, 920, 0, 0, 0
42001, 913, 0, 0, 0
43000, 912, 0, 0, 0
44001, 919, 0, 0, 0
45000, 941, 0, 0, 0
46001, 934, 0, 0, 0
47000, 921, 0, 0, 0
48000, 930, 0, 0, 0
49000, 934, 0, 0, 0
50000, 919, 0, 0, 0
51000, 956, 0, 0, 0
52000, 891, 0, 0, 0
53001, 944, 0, 0, 0
54000, 911, 0, 0, 0
55001, 923, 0, 0, 0
56000, 929, 0, 0, 0
57000, 933, 0, 0, 0
58000, 926, 0, 0, 0
59000, 945, 0, 0, 0
60001, 947, 0, 0, 0
61000, 913, 0, 0, 0
62000, 923, 0, 0, 0
63000, 923, 0, 0, 0
64000, 929, 0, 0, 0
65001, 925, 0, 0, 0
66000, 944, 0, 0, 0
67001, 906, 0, 0, 0
68000, 937, 0, 0, 0
69000, 896, 0, 0, 0
70000, 940, 0, 0, 0
71000, 955, 0, 0, 0
72000, 961, 0, 0, 0
73000, 915, 0, 0, 0
74000, 893, 0, 0, 0
75000, 952, 0, 0, 0
76000, 940, 0, 0, 0
77000, 949, 0, 0, 0
78000, 952, 0, 0, 0
79000, 946, 0, 0, 0
80001, 968, 0, 0, 0
81000, 933, 0, 0, 0
82000, 934, 0, 0, 0
83000, 952, 0, 0, 0
84000, 947, 0, 0, 0
85000, 931, 0, 0, 0
86000, 926, 0, 0, 0
87001, 951, 0, 0, 0
88000, 925, 0, 0, 0
89001, 920, 0, 0, 0
90000, 919, 0, 0, 0
91001, 919, 0, 0, 0
92000, 949, 0, 0, 0
93000, 917, 0, 0, 0
94000, 941, 0, 0, 0
95000, 948, 0, 0, 0
96000, 934, 0, 0, 0
97000, 933, 0, 0, 0
98001, 906, 0, 0, 0
99000, 909, 0, 0, 0
100000, 927, 0, 0, 0
101000, 935, 0, 0, 0
102000, 964, 0, 0, 0
103000, 941, 0, 0, 0
104000, 937, 0, 0, 0
105000, 922, 0, 0, 0
106000, 860, 0, 0, 0
107001, 924, 0, 0, 0
108000, 927, 0, 0, 0
109001, 861, 0, 0, 0
110000, 945, 0, 0, 0
111000, 901, 0, 0, 0
112000, 915, 0, 0, 0
113000, 958, 0, 0, 0
114000, 923, 0, 0, 0
115000, 941, 0, 0, 0
116000, 929, 0, 0, 0
117000, 946, 0, 0, 0
118001, 933, 0, 0, 0
119000, 894, 0, 0, 0
120001, 905, 0, 0, 0
121000, 861, 0, 0, 0
122001, 915, 0, 0, 0
123000, 880, 0, 0, 0
124001, 904, 0, 0, 0
125000, 918, 0, 0, 0
126001, 915, 0, 0, 0
127000, 897, 0, 0, 0
128000, 929, 0, 0, 0
129000, 904, 0, 0, 0
130000, 900, 0, 0, 0
131000, 917, 0, 0, 0
132000, 928, 0, 0, 0
133000, 939, 0, 0, 0
134000, 938, 0, 0, 0
135001, 929, 0, 0, 0
136000, 933, 0, 0, 0
137001, 920, 0, 0, 0
138000, 936, 0, 0, 0
139001, 888, 0, 0, 0
140000, 926, 0, 0, 0
141001, 914, 0, 0, 0
142000, 937, 0, 0, 0
143000, 923, 0, 0, 0
144000, 903, 0, 0, 0
145000, 893, 0, 0, 0
146001, 901, 0, 0, 0
147000, 892, 0, 0, 0
148000, 922, 0, 0, 0
149000, 927, 0, 0, 0
150000, 931, 0, 0, 0
151000, 904, 0, 0, 0
152000, 923, 0, 0, 0
153000, 889, 0, 0, 0
154000, 927, 0, 0, 0
155001, 916, 0, 0, 0
156000, 926, 0, 0, 0
157001, 913, 0, 0, 0
158000, 913, 0, 0, 0
159000, 947, 0, 0, 0
160000, 905, 0, 0, 0
161000, 908, 0, 0, 0
162000, 906, 0, 0, 0
163000, 924, 0, 0, 0
164000, 918, 0, 0, 0
165000, 923, 0, 0, 0
166000, 938, 0, 0, 0
167000, 920, 0, 0, 0
168000, 906, 0, 0, 0
169000, 914, 0, 0, 0
170001, 919, 0, 0, 0
171000, 900, 0, 0, 0
172001, 922, 0, 0, 0
173000, 950, 0, 0, 0
174000, 931, 0, 0, 0
175000, 854, 0, 0, 0
176000, 935, 0, 0, 0
177000, 928, 0, 0, 0
178000, 922, 0, 0, 0
179000, 931, 0, 0, 0
180000, 929, 0, 0, 0
