1000, 2160, 0, 0, 0
2000, 1920, 0, 0, 0
3000, 1904, 0, 0, 0
4000, 1869, 0, 0, 0
5000, 1909, 0, 0, 0
6000, 1856, 0, 0, 0
7000, 1896, 0, 0, 0
8000, 1868, 0, 0, 0
9000, 1889, 0, 0, 0
10000, 1860, 0, 0, 0
11000, 1937, 0, 0, 0
12000, 1933, 0, 0, 0
13000, 1905, 0, 0, 0
14001, 1928, 0, 0, 0
15000, 1933, 0, 0, 0
16000, 1945, 0, 0, 0
17000, 1884, 0, 0, 0
18000, 1808, 0, 0, 0
19001, 1980, 0, 0, 0
20000, 1905, 0, 0, 0
21000, 1932, 0, 0, 0
22000, 1920, 0, 0, 0
23000, 1877, 0, 0, 0
24000, 1965, 0, 0, 0
25000, 1956, 0, 0, 0
26001, 1880, 0, 0, 0
27000, 1937, 0, 0, 0
28000, 1904, 0, 0, 0
29001, 1904, 0, 0, 0
30001, 1884, 0, 0, 0
